,order_id,customer_id,order_date,status,line_revenue,payment_type,payment_avg
85,4480,1817,2024-08-21,completed,884.45,atm,4979.96
86,4479,420,2025-12-20,completed,2746.0,atm,4979.96
87,4478,1114,2024-05-03,completed,6974.0,atm,4979.96
88,17557,1306,2024-03-01,completed,837.9,atm,4979.96
89,4436,2318,2024-06-20,completed,7426.0,atm,4979.96
90,4570,1493,2024-11-03,completed,1421.1,atm,4979.96
91,17470,2226,2025-10-16,completed,4755.9,atm,4979.96
92,17361,1271,2024-07-24,completed,884.45,atm,4979.96
93,17362,1070,2025-08-29,completed,3966.25,atm,4979.96
94,17363,375,2024-09-29,completed,10756.55,atm,4979.96
95,17364,1085,2025-02-04,completed,6210.1,atm,4979.96
96,17365,919,2025-11-12,completed,14773.2,atm,4979.96
97,17366,90,2024-11-05,completed,6103.0,atm,4979.96
98,13283,1963,2025-08-11,completed,1193.4,atm,4979.96
99,13282,1460,2025-02-12,completed,11822.5,atm,4979.96
100,17360,1901,2024-09-17,completed,23831.65,atm,4979.96
101,17373,667,2025-04-05,completed,11508.8,atm,4979.96
102,8670,1896,2024-03-03,completed,12984.8,atm,4979.96
103,17377,2355,2024-02-07,completed,3148.0,atm,4979.96
104,8672,72,2024-03-25,completed,5503.2,atm,4979.96
105,4656,1838,2024-10-16,completed,11025.55,atm,4979.96
106,4655,1065,2025-07-31,completed,4492.55,atm,4979.96
107,17381,1203,2025-09-07,completed,17393.35,atm,4979.96
108,17383,1016,2024-09-25,completed,6458.85,atm,4979.96
109,17385,1680,2024-07-14,completed,2923.8,atm,4979.96
110,13281,380,2024-08-07,completed,4075.0,atm,4979.96
111,17357,2431,2025-08-22,completed,1574.0,atm,4979.96
112,13286,1455,2024-12-06,completed,1791.0,atm,4979.96
113,4680,1691,2024-10-23,completed,9341.7,atm,4979.96
114,4711,2237,2025-09-26,completed,2916.0,atm,4979.96
115,4708,1291,2025-08-20,completed,2123.25,atm,4979.96
116,8653,924,2024-01-09,completed,4729.0,atm,4979.96
117,17315,1576,2024-09-19,completed,13362.3,atm,4979.96
118,17316,1755,2024-01-08,completed,5662.8,atm,4979.96
119,17318,1096,2024-09-23,completed,6195.35,atm,4979.96
120,17319,1444,2025-01-24,completed,1760.0,atm,4979.96
121,4699,828,2025-02-10,completed,4075.0,atm,4979.96
122,17326,1150,2025-08-12,completed,6764.0,atm,4979.96
123,13292,531,2024-07-07,completed,1791.0,atm,4979.96
124,4693,1779,2025-04-10,completed,3202.6,atm,4979.96
125,8660,1,2024-10-25,completed,2812.5,atm,4979.96
126,4691,1584,2025-05-18,completed,5944.0,atm,4979.96
127,17340,1290,2025-09-06,completed,14636.0,atm,4979.96
128,4689,635,2025-06-20,completed,3125.0,atm,4979.96
129,13291,514,2024-10-25,completed,8485.55,atm,4979.96
130,8664,1757,2024-02-17,completed,5021.0,atm,4979.96
131,17351,594,2024-09-14,completed,1423.1,atm,4979.96
132,17353,1727,2024-07-29,completed,2320.0,atm,4979.96
133,17387,183,2024-04-11,completed,6482.2,atm,4979.96
134,17390,1594,2024-03-24,completed,2960.05,atm,4979.96
135,13277,880,2024-11-15,completed,3000.1,atm,4979.96
136,8675,2419,2025-02-06,completed,16599.4,atm,4979.96
137,4610,1011,2025-03-14,completed,135.0,atm,4979.96
138,4609,1859,2025-04-02,completed,935.55,atm,4979.96
139,8701,522,2024-11-10,completed,9801.1,atm,4979.96
140,17435,1195,2025-03-31,completed,15091.0,atm,4979.96
141,13242,746,2024-05-12,completed,5619.6,atm,4979.96
142,17440,1083,2025-05-17,completed,2273.0,atm,4979.96
143,17441,2399,2024-05-03,completed,633.65,atm,4979.96
144,17445,430,2024-12-01,completed,3640.85,atm,4979.96
145,13236,1618,2025-04-10,completed,10192.0,atm,4979.96
146,4596,294,2024-11-15,completed,9666.95,atm,4979.96
147,13234,1300,2025-08-02,completed,8851.7,atm,4979.96
148,4593,492,2025-03-13,completed,1786.5,atm,4979.96
149,8710,859,2025-01-25,completed,3116.0,atm,4979.96
150,17453,772,2024-04-05,completed,2257.6,atm,4979.96
151,17456,652,2025-05-07,completed,3156.05,atm,4979.96
152,8716,1927,2025-08-02,completed,5005.0,atm,4979.96
153,13226,1342,2024-01-22,completed,16694.0,atm,4979.96
154,17465,2252,2025-11-11,completed,2674.8,atm,4979.96
155,4575,901,2025-03-07,completed,4044.1,atm,4979.96
156,4611,2141,2024-03-16,completed,4756.0,atm,4979.96
157,4571,1267,2025-02-23,completed,20814.8,atm,4979.96
158,4612,1948,2024-05-29,completed,3899.0,atm,4979.96
159,13247,1484,2025-08-12,completed,7700.0,atm,4979.96
160,4646,1183,2024-12-24,completed,567.0,atm,4979.96
161,13272,2067,2024-07-13,completed,1337.9,atm,4979.96
162,13271,2272,2025-01-05,completed,6073.65,atm,4979.96
163,13270,1283,2025-11-18,completed,2099.6,atm,4979.96
164,13269,1729,2024-12-30,completed,10920.85,atm,4979.96
165,4638,686,2025-12-21,completed,4752.0,atm,4979.96
166,13266,234,2024-04-04,completed,6691.0,atm,4979.96
167,13265,87,2024-11-28,completed,1377.9,atm,4979.96
168,17406,40,2024-03-04,completed,884.45,atm,4979.96
169,4633,1554,2024-09-29,completed,4455.6,atm,4979.96
170,13262,45,2024-06-08,completed,6265.5,atm,4979.96
171,17408,348,2024-10-18,completed,552.0,atm,4979.96
172,8688,428,2025-07-01,completed,4397.05,atm,4979.96
173,4627,737,2024-08-09,completed,9504.0,atm,4979.96
174,4625,1987,2025-06-17,completed,14182.8,atm,4979.96
175,17414,1624,2024-08-08,completed,4446.8,atm,4979.96
176,8693,2199,2025-01-23,completed,884.45,atm,4979.96
177,17420,2097,2024-08-23,completed,4791.55,atm,4979.96
178,17422,415,2024-08-09,completed,3026.0,atm,4979.96
179,17425,235,2024-12-29,completed,3203.0,atm,4979.96
180,4712,2455,2025-04-21,completed,1574.0,atm,4979.96
181,17587,1405,2024-08-24,completed,8567.8,atm,4979.96
182,8789,1835,2025-03-05,completed,2746.0,atm,4979.96
183,17750,372,2024-02-20,completed,3777.0,atm,4979.96
184,4269,1616,2024-04-05,completed,4186.65,atm,4979.96
185,17751,2117,2025-06-30,completed,4936.55,atm,4979.96
186,4266,1212,2024-04-27,completed,4243.0,atm,4979.96
187,4265,36,2024-11-21,completed,6929.2,atm,4979.96
188,17754,1842,2025-01-07,completed,1342.15,atm,4979.96
189,17755,1838,2024-08-21,completed,4023.0,atm,4979.96
190,4262,2369,2024-03-25,completed,252.0,atm,4979.96
191,17749,995,2025-07-30,completed,6923.3,atm,4979.96
192,8880,373,2025-08-19,completed,1949.8,atm,4979.96
193,13066,1640,2024-07-16,completed,4164.3,atm,4979.96
194,4258,1471,2024-12-23,completed,3138.3,atm,4979.96
195,17761,2021,2024-03-22,completed,3639.3,atm,4979.96
196,8882,1358,2025-04-17,completed,6790.0,atm,4979.96
197,4255,100,2024-12-20,completed,1942.0,atm,4979.96
198,4254,2070,2025-06-24,completed,6850.8,atm,4979.96
199,4252,2238,2025-09-15,completed,4326.0,atm,4979.96
200,17765,1979,2024-02-22,completed,4339.25,atm,4979.96
201,17758,2130,2025-10-06,completed,2850.2,atm,4979.96
202,17748,99,2025-06-04,completed,1672.0,atm,4979.96
203,17746,414,2024-08-12,completed,4946.65,atm,4979.96
204,17740,2048,2025-07-03,completed,2430.5,atm,4979.96
205,4305,762,2024-04-07,completed,3246.05,atm,4979.96
206,4304,282,2025-03-11,completed,1744.0,atm,4979.96
207,17719,1623,2025-05-02,completed,7312.4,atm,4979.96
208,8861,1678,2025-10-25,completed,567.0,atm,4979.96
209,4301,14,2024-08-04,completed,2193.0,atm,4979.96
210,17722,1057,2025-12-12,completed,1048.0,atm,4979.96
211,8865,1910,2025-05-23,completed,12647.0,atm,4979.96
212,17726,1939,2024-03-10,completed,3579.0,atm,4979.96
213,13084,1206,2025-09-17,completed,7821.85,atm,4979.96
214,4291,601,2025-12-01,completed,7412.0,atm,4979.96
215,13083,2111,2024-07-20,completed,5693.4,atm,4979.96
216,8870,2239,2024-10-02,completed,5748.55,atm,4979.96
217,4288,1743,2025-03-09,completed,7352.4,atm,4979.96
218,4287,792,2025-09-17,completed,127.5,atm,4979.96
219,4283,852,2025-01-06,completed,2235.0,atm,4979.96
220,4282,402,2024-11-28,completed,4246.45,atm,4979.96
221,13072,255,2024-05-18,completed,10690.35,atm,4979.96
222,4279,876,2025-09-30,completed,5278.0,atm,4979.96
223,17739,1483,2025-01-09,completed,5066.4,atm,4979.96
224,8884,944,2024-09-18,completed,4097.4,atm,4979.96
225,17768,1840,2025-06-27,completed,3862.4,atm,4979.96
226,13064,2101,2025-11-22,completed,17586.95,atm,4979.96
227,4246,2088,2025-04-14,completed,2204.0,atm,4979.96
228,17804,799,2024-08-13,completed,7705.0,atm,4979.96
229,13042,1423,2025-01-08,completed,1104.0,atm,4979.96
230,13041,1956,2024-09-09,completed,4473.25,atm,4979.96
231,17809,1366,2025-12-03,completed,2320.0,atm,4979.96
232,17810,657,2024-02-06,completed,630.0,atm,4979.96
233,13039,455,2024-02-24,completed,7109.9,atm,4979.96
234,8910,1143,2025-05-09,completed,1888.7,atm,4979.96
235,8912,841,2024-01-05,completed,7515.0,atm,4979.96
236,4200,260,2025-10-23,completed,3877.0,atm,4979.96
237,4198,792,2025-03-20,completed,5477.55,atm,4979.96
238,17817,462,2024-06-10,completed,2608.7,atm,4979.96
239,17818,1606,2025-05-14,completed,4852.4,atm,4979.96
240,8915,696,2025-04-09,completed,11305.0,atm,4979.96
241,13035,679,2025-09-06,completed,6064.9,atm,4979.96
242,8917,1045,2024-10-19,completed,5491.0,atm,4979.96
243,4191,1452,2024-06-23,completed,1416.6,atm,4979.96
244,17825,2287,2024-08-25,completed,667.0,atm,4979.96
245,17826,183,2025-05-16,completed,1761.3,atm,4979.96
246,4185,2487,2025-08-03,completed,7230.3,atm,4979.96
247,4211,294,2024-12-30,completed,2225.0,atm,4979.96
248,8859,934,2024-07-27,completed,5265.0,atm,4979.96
249,8905,1724,2024-09-26,completed,6510.0,atm,4979.96
250,4216,319,2024-02-10,completed,5540.4,atm,4979.96
251,8888,356,2025-07-17,completed,9206.5,atm,4979.96
252,4244,730,2025-12-19,completed,8238.0,atm,4979.96
253,17772,2262,2024-01-09,completed,3925.1,atm,4979.96
254,4240,884,2024-04-07,completed,6235.4,atm,4979.96
255,4239,829,2025-11-09,completed,1334.0,atm,4979.96
256,4238,2469,2024-09-30,completed,5127.4,atm,4979.96
257,4236,1048,2025-06-18,completed,4485.9,atm,4979.96
258,17778,2442,2024-04-22,completed,2390.4,atm,4979.96
259,13056,1355,2025-05-10,completed,9069.0,atm,4979.96
260,8893,176,2025-06-02,completed,10254.8,atm,4979.96
261,13055,501,2025-07-13,completed,2011.5,atm,4979.96
262,4228,261,2025-11-14,completed,3092.25,atm,4979.96
263,13051,180,2024-05-23,completed,4814.1,atm,4979.96
264,4226,204,2024-10-13,completed,6927.5,atm,4979.96
265,17793,677,2025-02-06,completed,8665.4,atm,4979.96
266,8901,876,2025-08-15,completed,3301.4,atm,4979.96
267,4220,287,2024-03-10,completed,3203.0,atm,4979.96
268,8902,2148,2024-08-16,completed,10412.55,atm,4979.96
269,4217,1568,2025-07-17,completed,5554.65,atm,4979.96
270,17796,2039,2025-02-05,completed,4114.8,atm,4979.96
271,17588,1790,2024-09-27,completed,7756.4,atm,4979.96
272,17716,1802,2024-09-16,completed,7964.2,atm,4979.96
273,17714,1820,2024-02-11,completed,538.65,atm,4979.96
274,17629,18,2024-09-10,completed,9010.65,atm,4979.96
275,8812,455,2024-03-30,completed,1844.9,atm,4979.96
276,8813,2072,2025-06-13,completed,8570.65,atm,4979.96
277,8814,626,2025-07-01,completed,1829.7,atm,4979.96
278,8815,409,2025-12-23,completed,2923.0,atm,4979.96
279,17638,756,2025-08-30,completed,14453.3,atm,4979.96
280,4389,1642,2024-10-22,completed,6085.7,atm,4979.96
281,4388,974,2024-11-15,completed,150.0,atm,4979.96
282,13134,1059,2024-08-22,completed,9222.35,atm,4979.96
283,4385,1913,2025-02-21,completed,11132.25,atm,4979.96
284,13128,165,2024-05-24,completed,2760.3,atm,4979.96
285,17645,1205,2025-03-04,completed,13318.0,atm,4979.96
286,8824,1150,2025-07-06,completed,7423.6,atm,4979.96
287,4376,1333,2025-08-08,completed,12457.6,atm,4979.96
288,8825,376,2024-12-22,completed,2193.3,atm,4979.96
289,17652,2423,2024-11-12,completed,5440.85,atm,4979.96
290,4373,960,2024-03-22,completed,3683.15,atm,4979.96
291,4372,367,2024-07-05,completed,2746.0,atm,4979.96
292,4381,2196,2025-04-30,completed,14926.4,atm,4979.96
293,13137,513,2024-11-30,completed,4148.2,atm,4979.96
294,13139,2286,2025-11-14,completed,2500.0,atm,4979.96
295,8806,1715,2024-10-19,completed,2746.0,atm,4979.96
296,17591,1285,2024-05-06,completed,6184.1,atm,4979.96
297,8791,2160,2025-03-24,completed,1246.4,atm,4979.96
298,17593,2292,2025-10-17,completed,4572.0,atm,4979.96
299,4428,379,2024-03-17,completed,107.1,atm,4979.96
300,17594,2052,2025-02-28,completed,3092.25,atm,4979.96
301,8792,1407,2024-12-11,completed,9010.0,atm,4979.96
302,13151,1653,2024-03-26,completed,1949.05,atm,4979.96
303,8794,1054,2024-06-05,completed,2437.0,atm,4979.96
304,8797,1994,2025-03-03,completed,8523.5,atm,4979.96
305,17606,2437,2024-06-22,completed,3716.6,atm,4979.96
306,13147,2131,2025-03-15,completed,8345.1,atm,4979.96
307,4418,788,2025-02-14,completed,3002.0,atm,4979.96
308,4417,1758,2024-09-11,completed,3714.25,atm,4979.96
309,4412,1618,2025-08-05,completed,8876.8,atm,4979.96
310,8801,1769,2025-11-22,completed,6664.75,atm,4979.96
311,17616,1141,2024-01-08,completed,6006.0,atm,4979.96
312,4408,1086,2025-12-09,completed,1071.0,atm,4979.96
313,8803,791,2025-08-28,completed,2290.0,atm,4979.96
314,17622,685,2024-05-31,completed,2842.2,atm,4979.96
315,4371,1548,2025-11-19,completed,5009.15,atm,4979.96
316,17654,1460,2025-06-29,completed,6776.0,atm,4979.96
317,13118,4,2025-05-29,completed,2812.5,atm,4979.96
318,4364,2425,2025-04-18,completed,4205.75,atm,4979.96
319,4331,1129,2025-11-19,completed,126.0,atm,4979.96
320,8844,1218,2024-10-01,completed,5413.05,atm,4979.96
321,4329,849,2025-11-14,completed,524.4,atm,4979.96
322,13106,1267,2024-06-02,completed,4075.0,atm,4979.96
323,13105,621,2025-08-04,completed,2262.0,atm,4979.96
324,17693,1901,2024-04-01,completed,2471.4,atm,4979.96
325,13104,1489,2025-05-20,completed,18650.75,atm,4979.96
326,4323,148,2024-11-13,completed,1656.8,atm,4979.96
327,17699,1483,2024-09-16,completed,3042.85,atm,4979.96
328,4320,1659,2025-09-18,completed,4956.2,atm,4979.96
329,17700,2460,2024-06-08,completed,9144.0,atm,4979.96
330,13099,1806,2025-09-17,completed,931.0,atm,4979.96
331,4317,1728,2024-09-30,completed,1002.0,atm,4979.96
332,13098,1027,2025-12-31,completed,4627.0,atm,4979.96
333,13097,2337,2024-10-19,completed,4752.0,atm,4979.96
334,13096,855,2024-11-01,completed,9258.5,atm,4979.96
335,17707,844,2025-03-10,completed,7522.45,atm,4979.96
336,8856,2368,2024-02-03,completed,2874.7,atm,4979.96
337,8858,850,2025-10-27,completed,4351.0,atm,4979.96
338,17687,505,2025-09-05,completed,5006.0,atm,4979.96
339,4308,2402,2025-07-14,completed,567.0,atm,4979.96
340,4333,2494,2025-06-13,completed,3877.0,atm,4979.96
341,17685,316,2024-07-19,completed,8374.4,atm,4979.96
342,8830,17,2024-11-18,completed,5232.35,atm,4979.96
343,17663,2047,2025-03-17,completed,10014.9,atm,4979.96
344,17665,519,2025-10-28,completed,8203.5,atm,4979.96
345,17667,479,2024-10-01,completed,7290.15,atm,4979.96
346,4354,1982,2025-03-07,completed,3871.25,atm,4979.96
347,13114,1930,2025-05-09,completed,3366.4,atm,4979.96
348,4352,499,2025-04-22,completed,5586.7,atm,4979.96
349,4351,1156,2024-01-27,completed,1489.6,atm,4979.96
350,17669,184,2025-09-10,completed,3633.5,atm,4979.96
351,13113,1873,2024-04-28,completed,2342.1,atm,4979.96
352,8837,1728,2024-11-10,completed,4074.55,atm,4979.96
353,13108,1700,2024-01-15,completed,10434.4,atm,4979.96
354,4344,1989,2024-01-18,completed,5739.0,atm,4979.96
355,17677,2018,2024-01-28,completed,16869.4,atm,4979.96
356,17678,2474,2024-12-17,completed,1326.0,atm,4979.96
357,17680,2292,2025-09-10,completed,778.0,atm,4979.96
358,8840,799,2024-02-02,completed,5542.8,atm,4979.96
359,8841,530,2024-03-10,completed,7373.0,atm,4979.96
360,8842,2253,2025-05-30,completed,2235.0,atm,4979.96
361,4335,352,2025-04-23,completed,6499.8,atm,4979.96
362,4714,2023,2025-11-30,completed,9039.1,atm,4979.96
363,8649,1735,2024-07-23,completed,7756.8,atm,4979.96
364,4716,671,2025-04-28,completed,13832.3,atm,4979.96
365,8456,1807,2024-09-23,completed,3156.05,atm,4979.96
366,5072,1332,2025-02-28,completed,4776.25,atm,4979.96
367,8458,1820,2025-09-21,completed,6640.05,atm,4979.96
368,16950,1104,2024-11-27,completed,2804.4,atm,4979.96
369,16952,2181,2024-11-24,completed,3844.7,atm,4979.96
370,5068,284,2024-06-29,completed,3410.0,atm,4979.96
371,16953,1422,2025-04-01,completed,943.2,atm,4979.96
372,13481,1348,2025-11-23,completed,9037.0,atm,4979.96
373,8454,2332,2024-02-17,completed,1844.9,atm,4979.96
374,16955,1284,2025-10-22,completed,1953.0,atm,4979.96
375,13480,1140,2024-06-29,completed,3980.0,atm,4979.96
376,16961,2156,2025-10-11,completed,851.7,atm,4979.96
377,5059,2085,2024-08-22,completed,3973.5,atm,4979.96
378,13474,586,2025-03-10,completed,113.4,atm,4979.96
379,5057,1955,2024-07-14,completed,2437.0,atm,4979.96
380,13472,2346,2025-08-13,completed,11654.7,atm,4979.96
381,16968,1205,2024-04-12,completed,2874.7,atm,4979.96
382,16971,1431,2024-07-28,completed,7095.8,atm,4979.96
383,16957,52,2025-02-09,completed,2624.4,atm,4979.96
384,13484,68,2024-04-22,completed,1193.4,atm,4979.96
385,8452,1362,2024-04-05,completed,615.4,atm,4979.96
386,8451,51,2024-06-11,completed,3125.0,atm,4979.96
387,13505,1884,2025-01-13,completed,5540.7,atm,4979.96
388,16906,735,2024-05-02,completed,135.0,atm,4979.96
389,5108,1566,2025-12-19,completed,2290.0,atm,4979.96
390,16907,972,2024-05-05,completed,2336.0,atm,4979.96
391,13504,1926,2025-04-30,completed,2262.0,atm,4979.96
392,5104,2177,2025-03-18,completed,3295.0,atm,4979.96
393,13501,269,2025-07-20,completed,1864.05,atm,4979.96
394,16918,349,2025-11-29,completed,13262.05,atm,4979.96
395,16920,693,2024-01-29,completed,8094.0,atm,4979.96
396,5095,1864,2024-03-05,completed,4430.0,atm,4979.96
397,16924,2433,2024-07-18,completed,1651.0,atm,4979.96
398,16926,1245,2024-04-23,completed,7206.75,atm,4979.96
399,5089,1633,2025-08-10,completed,3602.4,atm,4979.96
400,8444,1410,2024-02-01,completed,7900.0,atm,4979.96
401,16933,505,2024-07-21,completed,8666.0,atm,4979.96
402,5083,1276,2024-07-26,completed,1985.0,atm,4979.96
403,13486,1045,2025-08-24,completed,4246.5,atm,4979.96
404,8449,459,2024-05-15,completed,8421.6,atm,4979.96
405,13485,1661,2024-12-29,completed,5831.0,atm,4979.96
406,5051,752,2025-11-13,completed,6882.1,atm,4979.96
407,13470,2007,2025-02-08,completed,8012.5,atm,4979.96
408,5049,1803,2025-03-18,completed,2984.8,atm,4979.96
409,13468,532,2025-08-02,completed,2656.25,atm,4979.96
410,17013,1840,2024-06-25,completed,2123.25,atm,4979.96
411,17014,1604,2025-10-06,completed,1985.0,atm,4979.96
412,13447,2147,2024-08-23,completed,4975.0,atm,4979.96
413,17022,1091,2025-08-16,completed,3705.0,atm,4979.96
414,13441,484,2024-12-25,completed,2235.0,atm,4979.96
415,13439,2381,2025-10-03,completed,2873.05,atm,4979.96
416,4999,2449,2024-10-03,completed,567.0,atm,4979.96
417,4998,729,2024-07-08,completed,6840.6,atm,4979.96
418,17029,1998,2024-02-02,completed,4729.0,atm,4979.96
419,4994,1498,2025-03-21,completed,4492.55,atm,4979.96
420,17032,110,2024-01-21,completed,8022.95,atm,4979.96
421,4992,1050,2024-11-02,completed,13649.8,atm,4979.96
422,17036,1713,2024-05-19,completed,3416.1,atm,4979.96
423,4987,250,2025-05-21,completed,6648.85,atm,4979.96
424,4985,1602,2024-04-06,completed,12483.1,atm,4979.96
425,17042,1571,2024-10-17,completed,1002.0,atm,4979.96
426,4982,1385,2024-07-25,completed,6342.75,atm,4979.96
427,8506,2049,2024-07-01,completed,6348.1,atm,4979.96
428,4979,365,2025-04-12,completed,2478.6,atm,4979.96
429,17012,1235,2024-12-13,completed,4343.4,atm,4979.96
430,16902,1753,2025-09-26,completed,2823.4,atm,4979.96
431,13450,1201,2024-03-30,completed,630.0,atm,4979.96
432,17009,1580,2025-10-06,completed,4814.2,atm,4979.96
433,16974,390,2024-03-10,completed,3092.25,atm,4979.96
434,16976,697,2025-07-06,completed,2992.0,atm,4979.96
435,5041,1105,2024-03-17,completed,566.95,atm,4979.96
436,8474,1718,2025-08-25,completed,2500.0,atm,4979.96
437,16981,2499,2025-11-13,completed,10164.0,atm,4979.96
438,8475,798,2024-05-20,completed,4425.1,atm,4979.96
439,16984,2192,2024-02-26,completed,2336.0,atm,4979.96
440,13460,581,2024-05-28,completed,3790.5,atm,4979.96
441,16986,1819,2024-03-24,completed,4204.2,atm,4979.96
442,16987,1648,2025-03-11,completed,3693.05,atm,4979.96
443,8478,1149,2024-08-09,completed,3548.75,atm,4979.96
444,16990,785,2025-05-10,completed,11646.6,atm,4979.96
445,16991,2108,2024-04-04,completed,1957.0,atm,4979.96
446,5026,930,2025-11-08,completed,1580.0,atm,4979.96
447,5021,2325,2024-02-03,completed,4627.0,atm,4979.96
448,17007,2043,2024-10-03,completed,9365.0,atm,4979.96
449,5019,247,2025-11-17,completed,8017.85,atm,4979.96
450,5018,581,2024-04-08,completed,3340.0,atm,4979.96
451,5017,1498,2025-05-02,completed,12104.25,atm,4979.96
452,17010,136,2024-09-27,completed,1096.0,atm,4979.96
453,4978,957,2024-02-04,completed,1760.0,atm,4979.96
454,5115,1073,2025-07-18,completed,12291.8,atm,4979.96
455,13511,141,2024-02-01,completed,1948.9,atm,4979.96
