,order_id,customer_id,order_date,status,line_revenue,payment_type,payment_avg,vs_avg
49,6357,1055,2025-07-29,completed,8959.7,atm,4979.96,3979.74
50,15506,1484,2025-02-15,completed,10868.7,atm,4979.96,5888.74
51,15501,473,2025-07-12,completed,5290.65,atm,4979.96,310.69
52,6388,2098,2024-06-30,completed,8586.4,atm,4979.96,3606.44
53,15474,1061,2025-12-05,completed,5642.0,atm,4979.96,662.04
54,15473,168,2025-09-28,completed,12049.15,atm,4979.96,7069.19
55,15472,646,2025-08-20,completed,7315.0,atm,4979.96,2335.04
56,15466,1942,2025-05-14,completed,13580.3,atm,4979.96,8600.34
57,15451,2161,2025-09-08,completed,6183.9,atm,4979.96,1203.94
58,6422,989,2024-11-08,completed,8106.75,atm,4979.96,3126.79
59,15529,403,2025-05-14,completed,5909.4,atm,4979.96,929.44
60,15918,2395,2024-09-14,completed,19042.2,atm,4979.96,14062.24
61,15544,826,2024-05-17,completed,5657.25,atm,4979.96,677.29
62,15550,2337,2024-12-10,completed,5965.1,atm,4979.96,985.14
63,6190,1729,2024-03-16,completed,15788.7,atm,4979.96,10808.74
64,6200,1809,2024-05-01,completed,10781.0,atm,4979.96,5801.04
65,6202,910,2024-01-04,completed,10307.5,atm,4979.96,5327.54
66,15696,2159,2024-07-28,completed,12135.2,atm,4979.96,7155.24
67,15680,438,2024-12-23,completed,8788.5,atm,4979.96,3808.54
68,6225,2175,2025-05-07,completed,16797.0,atm,4979.96,11817.04
69,15656,1301,2025-03-28,completed,5673.0,atm,4979.96,693.04
70,15655,325,2025-12-27,completed,12224.7,atm,4979.96,7244.74
71,15651,1466,2024-02-11,completed,5918.2,atm,4979.96,938.24
72,15649,703,2025-07-31,completed,5793.3,atm,4979.96,813.34
73,15639,558,2025-10-21,completed,5871.8,atm,4979.96,891.84
74,15632,1923,2025-01-10,completed,6003.6,atm,4979.96,1023.64
75,6268,153,2024-02-05,completed,7426.0,atm,4979.96,2446.04
76,15598,785,2024-01-15,completed,13004.9,atm,4979.96,8024.94
77,6277,244,2024-10-09,completed,7070.15,atm,4979.96,2090.19
78,15577,633,2025-08-01,completed,11678.15,atm,4979.96,6698.19
79,15562,2144,2025-11-13,completed,8748.0,atm,4979.96,3768.04
80,6309,144,2024-07-06,completed,11337.75,atm,4979.96,6357.79
81,5989,2121,2024-10-21,completed,10808.4,atm,4979.96,5828.44
82,5982,1733,2024-04-20,completed,13344.2,atm,4979.96,8364.24
83,5981,415,2024-09-05,completed,10790.5,atm,4979.96,5810.54
84,5682,1258,2024-08-16,completed,8918.3,atm,4979.96,3938.34
85,5683,70,2024-07-29,completed,5125.8,atm,4979.96,145.84
86,5689,424,2025-02-24,completed,8489.5,atm,4979.96,3509.54
87,16262,67,2025-09-16,completed,7618.5,atm,4979.96,2638.54
88,16259,1524,2025-01-16,completed,6287.15,atm,4979.96,1307.19
89,5703,427,2025-05-18,completed,12033.0,atm,4979.96,7053.04
90,16245,2420,2025-07-01,completed,15216.3,atm,4979.96,10236.34
91,16226,1405,2024-09-06,completed,6567.4,atm,4979.96,1587.44
92,5715,615,2024-07-02,completed,8437.5,atm,4979.96,3457.54
93,5719,561,2025-06-05,completed,5588.6,atm,4979.96,608.64
94,16219,443,2025-05-07,completed,8102.05,atm,4979.96,3122.09
95,5723,1131,2024-01-23,completed,5740.55,atm,4979.96,760.59
96,16212,1363,2025-06-23,completed,6770.5,atm,4979.96,1790.54
97,5740,2323,2024-06-04,completed,7680.0,atm,4979.96,2700.04
98,5746,2033,2024-11-27,completed,5450.45,atm,4979.96,470.49
99,16188,2004,2025-08-25,completed,12225.0,atm,4979.96,7245.04
100,5767,1602,2024-06-18,completed,12930.45,atm,4979.96,7950.49
101,16284,1809,2024-10-24,completed,8315.35,atm,4979.96,3335.39
102,16159,992,2025-12-22,completed,9345.45,atm,4979.96,4365.49
103,5673,1942,2025-01-04,completed,10281.95,atm,4979.96,5301.99
104,16312,2259,2025-08-06,completed,8359.6,atm,4979.96,3379.64
105,11009,972,2024-05-01,completed,9090.5,atm,4979.96,4110.54
106,16371,1505,2024-03-31,completed,7473.65,atm,4979.96,2493.69
107,16368,755,2025-04-29,completed,6064.85,atm,4979.96,1084.89
108,16364,1339,2025-02-16,completed,7873.5,atm,4979.96,2893.54
109,5614,426,2024-08-17,completed,8058.5,atm,4979.96,3078.54
110,5615,2040,2024-06-18,completed,6094.5,atm,4979.96,1114.54
111,5617,1940,2025-11-17,completed,5242.85,atm,4979.96,262.89
112,16363,1682,2025-08-14,completed,7782.4,atm,4979.96,2802.44
113,5623,108,2025-12-20,completed,6020.0,atm,4979.96,1040.04
114,16362,414,2025-12-05,completed,6371.0,atm,4979.96,1391.04
115,16338,1004,2025-01-04,completed,7742.5,atm,4979.96,2762.54
116,5637,2288,2024-07-28,completed,10356.2,atm,4979.96,5376.24
117,5639,1332,2024-09-21,completed,6548.3,atm,4979.96,1568.34
118,16316,1753,2024-06-12,completed,8328.6,atm,4979.96,3348.64
119,5654,2451,2024-04-22,completed,5157.55,atm,4979.96,177.59
120,16314,922,2025-10-24,completed,17672.3,atm,4979.96,12692.34
121,5661,2053,2024-05-08,completed,9674.9,atm,4979.96,4694.94
122,16287,1485,2025-07-01,completed,7568.4,atm,4979.96,2588.44
123,6423,1643,2025-09-16,completed,5637.0,atm,4979.96,657.04
124,5778,1193,2025-11-12,completed,6880.55,atm,4979.96,1900.59
125,16136,1958,2025-06-25,completed,7084.9,atm,4979.96,2104.94
126,5879,1748,2024-11-11,completed,6658.65,atm,4979.96,1678.69
127,16018,2406,2024-12-14,completed,7581.6,atm,4979.96,2601.64
128,5893,1521,2025-08-07,completed,5076.7,atm,4979.96,96.74
129,5895,489,2024-12-28,completed,5828.25,atm,4979.96,848.29
130,16009,1640,2025-01-27,completed,6734.8,atm,4979.96,1754.84
131,5897,1121,2025-02-25,completed,16809.0,atm,4979.96,11829.04
132,16004,292,2024-11-10,completed,6602.4,atm,4979.96,1622.44
133,5917,185,2024-01-31,completed,8284.9,atm,4979.96,3304.94
134,16002,866,2024-05-23,completed,13305.6,atm,4979.96,8325.64
135,15993,2393,2025-01-29,completed,11389.4,atm,4979.96,6409.44
136,15989,2046,2025-03-23,completed,5144.4,atm,4979.96,164.44
137,15957,2156,2024-07-28,completed,11418.0,atm,4979.96,6438.04
138,5953,1239,2024-03-22,completed,12542.2,atm,4979.96,7562.24
139,5961,1427,2024-06-22,completed,11285.1,atm,4979.96,6305.14
140,15950,1495,2024-06-01,completed,7569.75,atm,4979.96,2589.79
141,5967,2116,2025-08-27,completed,10554.5,atm,4979.96,5574.54
142,5968,1166,2025-08-17,completed,5696.6,atm,4979.96,716.64
143,5867,7,2025-09-13,completed,9108.0,atm,4979.96,4128.04
144,16149,113,2025-02-09,completed,5238.4,atm,4979.96,258.44
145,5860,1927,2025-12-16,completed,12859.95,atm,4979.96,7879.99
146,5854,1033,2024-12-26,completed,5646.8,atm,4979.96,666.84
147,16135,481,2024-06-08,completed,8378.0,atm,4979.96,3398.04
148,5797,2336,2024-06-19,completed,5758.35,atm,4979.96,778.39
149,16124,904,2024-09-07,completed,8545.35,atm,4979.96,3565.39
150,5806,618,2025-08-16,completed,5450.15,atm,4979.96,470.19
151,16105,1016,2025-10-14,completed,6448.4,atm,4979.96,1468.44
152,16098,523,2024-06-10,completed,5881.55,atm,4979.96,901.59
153,16097,1822,2024-04-02,completed,7602.35,atm,4979.96,2622.39
154,16089,2006,2025-12-16,completed,7033.8,atm,4979.96,2053.84
155,16081,2422,2025-04-18,completed,5411.0,atm,4979.96,431.04
156,5825,536,2024-09-13,completed,8646.45,atm,4979.96,3666.49
157,5828,922,2025-01-03,completed,6625.3,atm,4979.96,1645.34
158,5831,2071,2025-07-26,completed,5944.0,atm,4979.96,964.04
159,5834,520,2025-02-24,completed,5869.0,atm,4979.96,889.04
160,5838,2182,2025-10-21,completed,15519.9,atm,4979.96,10539.94
161,5842,102,2025-03-09,completed,11284.0,atm,4979.96,6304.04
162,16048,558,2025-08-10,completed,9541.0,atm,4979.96,4561.04
163,16044,1974,2025-09-24,completed,9701.25,atm,4979.96,4721.29
164,16034,2174,2024-10-07,completed,9229.35,atm,4979.96,4249.39
165,6425,2239,2025-06-07,completed,11355.7,atm,4979.96,6375.74
166,15448,280,2025-11-07,completed,5801.15,atm,4979.96,821.19
167,15446,1958,2025-02-05,completed,6596.9,atm,4979.96,1616.94
168,14813,1568,2025-12-07,completed,15423.4,atm,4979.96,10443.44
169,7028,1343,2024-12-05,completed,10959.3,atm,4979.96,5979.34
170,14802,2211,2024-04-10,completed,14321.35,atm,4979.96,9341.39
171,14798,1254,2025-11-25,completed,6205.55,atm,4979.96,1225.59
172,14791,664,2025-09-20,completed,5064.9,atm,4979.96,84.94
173,14778,2331,2025-05-30,completed,8512.95,atm,4979.96,3532.99
174,7064,36,2024-06-23,completed,6900.9,atm,4979.96,1920.94
175,14771,2321,2025-01-06,completed,11030.3,atm,4979.96,6050.34
176,7088,1937,2024-08-10,completed,9057.6,atm,4979.96,4077.64
177,7092,2036,2025-04-28,completed,7065.0,atm,4979.96,2085.04
178,7093,1865,2025-03-02,completed,9447.2,atm,4979.96,4467.24
179,14751,1800,2025-05-22,completed,10309.5,atm,4979.96,5329.54
180,7102,283,2024-08-29,completed,10130.75,atm,4979.96,5150.79
181,7110,680,2024-03-23,completed,5154.75,atm,4979.96,174.79
182,7115,1804,2025-09-18,completed,5535.8,atm,4979.96,555.84
183,7126,1410,2024-11-05,completed,7772.4,atm,4979.96,2792.44
184,14730,1051,2024-07-11,completed,9136.0,atm,4979.96,4156.04
185,14827,819,2024-06-07,completed,7264.3,atm,4979.96,2284.34
186,14714,2438,2024-10-22,completed,6105.3,atm,4979.96,1125.34
187,14837,724,2024-04-29,completed,5210.0,atm,4979.96,230.04
188,14870,1511,2024-07-26,completed,9642.5,atm,4979.96,4662.54
189,6879,556,2024-06-09,completed,6010.0,atm,4979.96,1030.04
190,6884,738,2024-12-29,completed,7611.3,atm,4979.96,2631.34
191,6885,1836,2025-08-01,completed,6475.0,atm,4979.96,1495.04
192,14941,280,2024-12-05,completed,6966.0,atm,4979.96,1986.04
193,14928,894,2024-12-13,completed,17683.0,atm,4979.96,12703.04
194,6893,522,2024-02-17,completed,7826.35,atm,4979.96,2846.39
195,6895,2050,2024-08-08,completed,9404.6,atm,4979.96,4424.64
196,14916,701,2024-11-17,completed,8888.55,atm,4979.96,3908.59
197,14913,1457,2024-12-23,completed,8091.4,atm,4979.96,3111.44
198,6923,2390,2025-03-26,completed,8670.0,atm,4979.96,3690.04
199,14886,237,2024-09-11,completed,8230.15,atm,4979.96,3250.19
200,14883,2143,2024-12-09,completed,5298.9,atm,4979.96,318.94
201,6958,1998,2024-08-07,completed,6370.7,atm,4979.96,1390.74
202,14882,1259,2025-12-22,completed,21873.2,atm,4979.96,16893.24
203,6964,1599,2024-01-10,completed,8760.0,atm,4979.96,3780.04
204,14876,2326,2025-04-02,completed,6876.0,atm,4979.96,1896.04
205,6973,107,2024-11-06,completed,8365.5,atm,4979.96,3385.54
206,6981,1126,2024-01-10,completed,5047.9,atm,4979.96,67.94
207,6877,1408,2025-09-04,completed,11943.0,atm,4979.96,6963.04
208,14711,1717,2024-02-07,completed,13267.25,atm,4979.96,8287.29
209,14700,478,2024-10-30,completed,11164.5,atm,4979.96,6184.54
210,7276,2216,2025-10-30,completed,5035.95,atm,4979.96,55.99
211,7280,27,2025-07-19,completed,12054.5,atm,4979.96,7074.54
212,14560,541,2024-10-14,completed,10519.4,atm,4979.96,5539.44
213,7297,1517,2025-03-15,completed,9609.0,atm,4979.96,4629.04
214,7302,183,2025-05-16,completed,5012.35,atm,4979.96,32.39
215,7313,1115,2024-03-30,completed,6974.0,atm,4979.96,1994.04
216,14540,1591,2024-04-26,completed,12625.0,atm,4979.96,7645.04
217,14537,1933,2025-01-29,completed,6677.5,atm,4979.96,1697.54
218,14533,1210,2025-01-01,completed,8162.0,atm,4979.96,3182.04
219,7325,487,2025-02-01,completed,6654.5,atm,4979.96,1674.54
220,14529,2221,2025-10-17,completed,7311.2,atm,4979.96,2331.24
221,14528,1597,2024-05-21,completed,10624.45,atm,4979.96,5644.49
222,14526,640,2024-10-24,completed,12149.0,atm,4979.96,7169.04
223,7341,804,2024-04-13,completed,12071.05,atm,4979.96,7091.09
224,7343,2498,2024-02-02,completed,9693.55,atm,4979.96,4713.59
225,14520,640,2025-08-15,completed,11858.6,atm,4979.96,6878.64
226,7357,1903,2024-02-19,completed,7143.1,atm,4979.96,2163.14
227,14572,760,2025-04-23,completed,5248.8,atm,4979.96,268.84
228,14701,1068,2025-03-27,completed,9504.0,atm,4979.96,4524.04
229,14577,99,2025-09-11,completed,5565.45,atm,4979.96,585.49
230,7237,1125,2025-08-19,completed,6605.4,atm,4979.96,1625.44
231,14697,1846,2025-09-18,completed,8817.3,atm,4979.96,3837.34
232,14691,1964,2025-04-02,completed,5826.0,atm,4979.96,846.04
233,7164,1761,2024-08-11,completed,8659.2,atm,4979.96,3679.24
234,7177,1483,2024-02-06,completed,7232.0,atm,4979.96,2252.04
235,14670,634,2024-02-07,completed,5033.1,atm,4979.96,53.14
236,7182,27,2025-06-06,completed,9295.7,atm,4979.96,4315.74
237,7184,109,2025-06-20,completed,8340.4,atm,4979.96,3360.44
238,14643,2355,2024-07-30,completed,6612.0,atm,4979.96,1632.04
239,14629,345,2024-08-05,completed,7587.95,atm,4979.96,2607.99
240,7209,1152,2024-06-11,completed,9104.8,atm,4979.96,4124.84
241,7210,1688,2024-05-25,completed,7572.1,atm,4979.96,2592.14
242,14625,681,2025-09-02,completed,6510.0,atm,4979.96,1530.04
243,14607,1088,2024-03-25,completed,5722.0,atm,4979.96,742.04
244,14606,1196,2024-01-29,completed,5926.0,atm,4979.96,946.04
245,7226,1089,2024-03-20,completed,8922.4,atm,4979.96,3942.44
246,14595,1758,2024-05-31,completed,7599.2,atm,4979.96,2619.24
247,7230,2394,2024-05-28,completed,11049.45,atm,4979.96,6069.49
248,7238,2465,2025-01-25,completed,8273.8,atm,4979.96,3293.84
249,16396,418,2025-12-14,completed,7092.0,atm,4979.96,2112.04
250,14956,2054,2024-01-22,completed,13510.0,atm,4979.96,8530.04
251,6870,1276,2024-11-26,completed,8167.75,atm,4979.96,3187.79
252,15307,1529,2024-06-17,completed,8337.25,atm,4979.96,3357.29
253,15300,317,2024-01-10,completed,5617.8,atm,4979.96,637.84
254,6557,538,2025-12-22,completed,5445.6,atm,4979.96,465.64
255,15292,232,2024-11-24,completed,5405.0,atm,4979.96,425.04
256,6581,2420,2024-01-03,completed,5455.0,atm,4979.96,475.04
257,15281,236,2025-12-23,completed,9837.15,atm,4979.96,4857.19
258,6595,703,2025-05-01,completed,6876.0,atm,4979.96,1896.04
259,6596,57,2025-04-04,completed,7002.3,atm,4979.96,2022.34
260,15256,863,2024-02-11,completed,7190.0,atm,4979.96,2210.04
261,6624,1998,2025-08-09,completed,18375.8,atm,4979.96,13395.84
262,15251,637,2025-10-13,completed,15501.1,atm,4979.96,10521.14
263,15236,287,2024-07-08,completed,8406.55,atm,4979.96,3426.59
264,6634,280,2024-01-17,completed,6856.9,atm,4979.96,1876.94
265,15232,580,2025-11-07,completed,6480.7,atm,4979.96,1500.74
266,15228,2327,2024-11-22,completed,8402.4,atm,4979.96,3422.44
267,15205,976,2025-05-24,completed,6669.8,atm,4979.96,1689.84
268,6664,744,2025-03-14,completed,5866.25,atm,4979.96,886.29
269,6538,1625,2025-06-16,completed,7045.75,atm,4979.96,2065.79
270,6669,1782,2024-02-09,completed,6393.3,atm,4979.96,1413.34
271,15336,1286,2025-01-16,completed,7844.0,atm,4979.96,2864.04
272,15347,608,2024-02-25,completed,5983.4,atm,4979.96,1003.44
273,15441,1332,2025-03-31,completed,5400.9,atm,4979.96,420.94
274,6438,473,2025-09-14,completed,10475.9,atm,4979.96,5495.94
275,15425,1478,2025-03-31,completed,11167.25,atm,4979.96,6187.29
276,15415,605,2024-05-01,completed,6052.45,atm,4979.96,1072.49
277,6445,1034,2025-07-14,completed,7671.25,atm,4979.96,2691.29
278,6455,1077,2024-08-16,completed,12843.5,atm,4979.96,7863.54
279,15404,1383,2024-12-20,completed,7262.5,atm,4979.96,2282.54
280,6470,932,2024-01-08,completed,6052.0,atm,4979.96,1072.04
281,6472,1401,2025-11-14,completed,8239.3,atm,4979.96,3259.34
282,6478,1821,2025-07-16,completed,14702.7,atm,4979.96,9722.74
283,6497,1149,2025-11-21,completed,15947.3,atm,4979.96,10967.34
284,6499,1094,2024-02-24,completed,15451.55,atm,4979.96,10471.59
285,15368,623,2025-06-06,completed,4981.85,atm,4979.96,1.89
286,15366,1458,2024-02-07,completed,6757.65,atm,4979.96,1777.69
287,15361,2465,2024-02-26,completed,5600.75,atm,4979.96,620.79
288,15360,114,2025-08-28,completed,5611.5,atm,4979.96,631.54
289,15348,808,2024-02-12,completed,6014.8,atm,4979.96,1034.84
290,6525,389,2025-08-31,completed,6350.5,atm,4979.96,1370.54
291,6874,1863,2025-01-12,completed,7471.4,atm,4979.96,2491.44
292,15177,880,2024-06-25,completed,7042.8,atm,4979.96,2062.84
293,15173,914,2025-10-15,completed,8008.6,atm,4979.96,3028.64
294,15050,1501,2024-10-21,completed,8150.0,atm,4979.96,3170.04
295,6791,1859,2024-05-22,completed,6232.4,atm,4979.96,1252.44
296,15040,298,2025-02-12,completed,7452.2,atm,4979.96,2472.24
297,15031,297,2025-07-23,completed,12930.7,atm,4979.96,7950.74
298,15023,2474,2024-06-05,completed,8706.3,atm,4979.96,3726.34
299,15022,766,2025-03-27,completed,5448.5,atm,4979.96,468.54
300,6816,692,2024-02-16,completed,11234.75,atm,4979.96,6254.79
301,6822,673,2025-08-02,completed,7191.5,atm,4979.96,2211.54
302,6824,1359,2024-10-21,completed,12421.1,atm,4979.96,7441.14
303,15011,1966,2024-09-16,completed,6550.2,atm,4979.96,1570.24
304,15006,877,2025-04-18,completed,5910.8,atm,4979.96,930.84
305,6836,777,2024-07-15,completed,12687.55,atm,4979.96,7707.59
306,6839,1434,2025-02-13,completed,10524.6,atm,4979.96,5544.64
307,6849,798,2024-04-12,completed,15796.95,atm,4979.96,10816.99
308,14994,1205,2025-10-20,completed,5077.5,atm,4979.96,97.54
309,14979,2070,2024-01-03,completed,6122.55,atm,4979.96,1142.59
310,14970,2434,2025-08-27,completed,20817.0,atm,4979.96,15837.04
311,6780,9,2024-12-27,completed,5402.5,atm,4979.96,422.54
312,15176,732,2025-08-27,completed,5410.0,atm,4979.96,430.04
313,6774,376,2025-06-16,completed,10652.6,atm,4979.96,5672.64
314,6770,2340,2024-11-13,completed,11859.0,atm,4979.96,6879.04
315,15172,1805,2025-11-28,completed,7829.75,atm,4979.96,2849.79
316,15160,484,2024-04-16,completed,17071.0,atm,4979.96,12091.04
317,6689,1628,2024-02-15,completed,6307.2,atm,4979.96,1327.24
318,15157,527,2024-04-24,completed,16801.3,atm,4979.96,11821.34
319,6698,339,2025-02-18,completed,13053.35,atm,4979.96,8073.39
320,6710,1659,2024-02-23,completed,11621.55,atm,4979.96,6641.59
321,15138,911,2025-08-19,completed,8229.6,atm,4979.96,3249.64
322,15119,1289,2024-05-28,completed,11727.65,atm,4979.96,6747.69
323,6723,1604,2024-12-29,completed,8832.0,atm,4979.96,3852.04
324,6747,450,2024-10-03,completed,5465.0,atm,4979.96,485.04
325,15084,1411,2025-09-28,completed,5548.25,atm,4979.96,568.29
326,6750,1361,2025-09-17,completed,6132.0,atm,4979.96,1152.04
327,6752,803,2024-04-29,completed,10851.35,atm,4979.96,5871.39
328,6754,718,2024-04-23,completed,10091.25,atm,4979.96,5111.29
329,15076,498,2024-01-21,completed,19904.1,atm,4979.96,14924.14
330,6759,212,2025-11-25,completed,6952.0,atm,4979.96,1972.04
331,15071,1859,2024-09-21,completed,5787.35,atm,4979.96,807.39
332,15067,2295,2024-05-01,completed,6406.0,atm,4979.96,1426.04
333,7359,15,2025-08-08,completed,10839.4,atm,4979.96,5859.44
334,5589,1688,2025-12-26,completed,7400.35,atm,4979.96,2420.39
335,16407,1008,2024-04-29,completed,6099.0,atm,4979.96,1119.04
336,17645,1205,2025-03-04,completed,13318.0,atm,4979.96,8338.04
337,4335,352,2025-04-23,completed,6499.8,atm,4979.96,1519.84
338,17638,756,2025-08-30,completed,14453.3,atm,4979.96,9473.34
339,17629,18,2024-09-10,completed,9010.65,atm,4979.96,4030.69
340,4344,1989,2024-01-18,completed,5739.0,atm,4979.96,759.04
341,4352,499,2025-04-22,completed,5586.7,atm,4979.96,606.74
342,17616,1141,2024-01-08,completed,6006.0,atm,4979.96,1026.04
343,17652,2423,2024-11-12,completed,5440.85,atm,4979.96,460.89
344,4371,1548,2025-11-19,completed,5009.15,atm,4979.96,29.19
345,17591,1285,2024-05-06,completed,6184.1,atm,4979.96,1204.14
346,17588,1790,2024-09-27,completed,7756.4,atm,4979.96,2776.44
347,4381,2196,2025-04-30,completed,14926.4,atm,4979.96,9946.44
348,4385,1913,2025-02-21,completed,11132.25,atm,4979.96,6152.29
349,4389,1642,2024-10-22,completed,6085.7,atm,4979.96,1105.74
350,17587,1405,2024-08-24,completed,8567.8,atm,4979.96,3587.84
351,17579,419,2025-08-11,completed,14393.0,atm,4979.96,9413.04
352,4376,1333,2025-08-08,completed,12457.6,atm,4979.96,7477.64
353,17654,1460,2025-06-29,completed,6776.0,atm,4979.96,1796.04
354,17663,2047,2025-03-17,completed,10014.9,atm,4979.96,5034.94
355,17665,519,2025-10-28,completed,8203.5,atm,4979.96,3223.54
356,17719,1623,2025-05-02,completed,7312.4,atm,4979.96,2332.44
357,4226,204,2024-10-13,completed,6927.5,atm,4979.96,1947.54
358,17716,1802,2024-09-16,completed,7964.2,atm,4979.96,2984.24
359,4238,2469,2024-09-30,completed,5127.4,atm,4979.96,147.44
360,4240,884,2024-04-07,completed,6235.4,atm,4979.96,1255.44
361,17707,844,2025-03-10,completed,7522.45,atm,4979.96,2542.49
362,4244,730,2025-12-19,completed,8238.0,atm,4979.96,3258.04
363,4254,2070,2025-06-24,completed,6850.8,atm,4979.96,1870.84
364,17700,2460,2024-06-08,completed,9144.0,atm,4979.96,4164.04
365,4265,36,2024-11-21,completed,6929.2,atm,4979.96,1949.24
366,17687,505,2025-09-05,completed,5006.0,atm,4979.96,26.04
367,17685,316,2024-07-19,completed,8374.4,atm,4979.96,3394.44
368,17677,2018,2024-01-28,completed,16869.4,atm,4979.96,11889.44
369,4279,876,2025-09-30,completed,5278.0,atm,4979.96,298.04
370,17667,479,2024-10-01,completed,7290.15,atm,4979.96,2310.19
371,4288,1743,2025-03-09,completed,7352.4,atm,4979.96,2372.44
372,4291,601,2025-12-01,completed,7412.0,atm,4979.96,2432.04
373,17565,529,2024-06-26,completed,5136.8,atm,4979.96,156.84
374,4412,1618,2025-08-05,completed,8876.8,atm,4979.96,3896.84
375,4436,2318,2024-06-20,completed,7426.0,atm,4979.96,2446.04
376,4444,1632,2025-06-25,completed,5896.0,atm,4979.96,916.04
377,4566,1492,2025-05-15,completed,12569.05,atm,4979.96,7589.09
378,4568,150,2025-04-08,completed,5724.25,atm,4979.96,744.29
379,4569,1894,2024-06-30,completed,6661.8,atm,4979.96,1681.84
380,4571,1267,2025-02-23,completed,20814.8,atm,4979.96,15834.84
381,17387,183,2024-04-11,completed,6482.2,atm,4979.96,1502.24
382,17383,1016,2024-09-25,completed,6458.85,atm,4979.96,1478.89
383,17381,1203,2025-09-07,completed,17393.35,atm,4979.96,12413.39
384,4596,294,2024-11-15,completed,9666.95,atm,4979.96,4686.99
385,17373,667,2025-04-05,completed,11508.8,atm,4979.96,6528.84
386,17366,90,2024-11-05,completed,6103.0,atm,4979.96,1123.04
387,17365,919,2025-11-12,completed,14773.2,atm,4979.96,9793.24
388,17364,1085,2025-02-04,completed,6210.1,atm,4979.96,1230.14
389,17363,375,2024-09-29,completed,10756.55,atm,4979.96,5776.59
390,17360,1901,2024-09-17,completed,23831.65,atm,4979.96,18851.69
391,4625,1987,2025-06-17,completed,14182.8,atm,4979.96,9202.84
392,4627,737,2024-08-09,completed,9504.0,atm,4979.96,4524.04
