,order_id,customer_id,order_date,status,line_revenue,payment_type,payment_avg,vs_avg
186,4266,1212,2024-04-27,completed,4243.0,atm,4979.96,-736.96
187,4265,36,2024-11-21,completed,6929.2,atm,4979.96,1949.24
188,17754,1842,2025-01-07,completed,1342.15,atm,4979.96,-3637.81
189,17755,1838,2024-08-21,completed,4023.0,atm,4979.96,-956.96
190,4262,2369,2024-03-25,completed,252.0,atm,4979.96,-4727.96
191,17749,995,2025-07-30,completed,6923.3,atm,4979.96,1943.34
192,8880,373,2025-08-19,completed,1949.8,atm,4979.96,-3030.16
193,13066,1640,2024-07-16,completed,4164.3,atm,4979.96,-815.66
194,4258,1471,2024-12-23,completed,3138.3,atm,4979.96,-1841.66
195,17761,2021,2024-03-22,completed,3639.3,atm,4979.96,-1340.66
196,8882,1358,2025-04-17,completed,6790.0,atm,4979.96,1810.04
197,4255,100,2024-12-20,completed,1942.0,atm,4979.96,-3037.96
198,4254,2070,2025-06-24,completed,6850.8,atm,4979.96,1870.84
199,4252,2238,2025-09-15,completed,4326.0,atm,4979.96,-653.96
200,17765,1979,2024-02-22,completed,4339.25,atm,4979.96,-640.71
201,17758,2130,2025-10-06,completed,2850.2,atm,4979.96,-2129.76
202,17748,99,2025-06-04,completed,1672.0,atm,4979.96,-3307.96
203,17746,414,2024-08-12,completed,4946.65,atm,4979.96,-33.31
204,17740,2048,2025-07-03,completed,2430.5,atm,4979.96,-2549.46
205,4305,762,2024-04-07,completed,3246.05,atm,4979.96,-1733.91
206,4304,282,2025-03-11,completed,1744.0,atm,4979.96,-3235.96
207,17719,1623,2025-05-02,completed,7312.4,atm,4979.96,2332.44
208,8861,1678,2025-10-25,completed,567.0,atm,4979.96,-4412.96
209,4301,14,2024-08-04,completed,2193.0,atm,4979.96,-2786.96
210,17722,1057,2025-12-12,completed,1048.0,atm,4979.96,-3931.96
211,8865,1910,2025-05-23,completed,12647.0,atm,4979.96,7667.04
212,17726,1939,2024-03-10,completed,3579.0,atm,4979.96,-1400.96
213,13084,1206,2025-09-17,completed,7821.85,atm,4979.96,2841.89
214,4291,601,2025-12-01,completed,7412.0,atm,4979.96,2432.04
215,13083,2111,2024-07-20,completed,5693.4,atm,4979.96,713.44
216,8870,2239,2024-10-02,completed,5748.55,atm,4979.96,768.59
217,4288,1743,2025-03-09,completed,7352.4,atm,4979.96,2372.44
218,4287,792,2025-09-17,completed,127.5,atm,4979.96,-4852.46
219,4283,852,2025-01-06,completed,2235.0,atm,4979.96,-2744.96
220,4282,402,2024-11-28,completed,4246.45,atm,4979.96,-733.51
221,13072,255,2024-05-18,completed,10690.35,atm,4979.96,5710.39
222,4279,876,2025-09-30,completed,5278.0,atm,4979.96,298.04
223,17739,1483,2025-01-09,completed,5066.4,atm,4979.96,86.44
224,8884,944,2024-09-18,completed,4097.4,atm,4979.96,-882.56
225,17768,1840,2025-06-27,completed,3862.4,atm,4979.96,-1117.56
226,13064,2101,2025-11-22,completed,17586.95,atm,4979.96,12606.99
227,4246,2088,2025-04-14,completed,2204.0,atm,4979.96,-2775.96
228,17804,799,2024-08-13,completed,7705.0,atm,4979.96,2725.04
229,13042,1423,2025-01-08,completed,1104.0,atm,4979.96,-3875.96
230,13041,1956,2024-09-09,completed,4473.25,atm,4979.96,-506.71
231,17809,1366,2025-12-03,completed,2320.0,atm,4979.96,-2659.96
232,17810,657,2024-02-06,completed,630.0,atm,4979.96,-4349.96
233,13039,455,2024-02-24,completed,7109.9,atm,4979.96,2129.94
234,8910,1143,2025-05-09,completed,1888.7,atm,4979.96,-3091.26
235,8912,841,2024-01-05,completed,7515.0,atm,4979.96,2535.04
236,4200,260,2025-10-23,completed,3877.0,atm,4979.96,-1102.96
237,4198,792,2025-03-20,completed,5477.55,atm,4979.96,497.59
238,17817,462,2024-06-10,completed,2608.7,atm,4979.96,-2371.26
239,17818,1606,2025-05-14,completed,4852.4,atm,4979.96,-127.56
240,8915,696,2025-04-09,completed,11305.0,atm,4979.96,6325.04
241,13035,679,2025-09-06,completed,6064.9,atm,4979.96,1084.94
242,8917,1045,2024-10-19,completed,5491.0,atm,4979.96,511.04
243,4191,1452,2024-06-23,completed,1416.6,atm,4979.96,-3563.36
244,17825,2287,2024-08-25,completed,667.0,atm,4979.96,-4312.96
245,17826,183,2025-05-16,completed,1761.3,atm,4979.96,-3218.66
246,4185,2487,2025-08-03,completed,7230.3,atm,4979.96,2250.34
247,4211,294,2024-12-30,completed,2225.0,atm,4979.96,-2754.96
248,8859,934,2024-07-27,completed,5265.0,atm,4979.96,285.04
249,8905,1724,2024-09-26,completed,6510.0,atm,4979.96,1530.04
250,4216,319,2024-02-10,completed,5540.4,atm,4979.96,560.44
251,8888,356,2025-07-17,completed,9206.5,atm,4979.96,4226.54
252,4244,730,2025-12-19,completed,8238.0,atm,4979.96,3258.04
253,17772,2262,2024-01-09,completed,3925.1,atm,4979.96,-1054.86
254,4240,884,2024-04-07,completed,6235.4,atm,4979.96,1255.44
255,4239,829,2025-11-09,completed,1334.0,atm,4979.96,-3645.96
256,4238,2469,2024-09-30,completed,5127.4,atm,4979.96,147.44
257,4236,1048,2025-06-18,completed,4485.9,atm,4979.96,-494.06
258,17778,2442,2024-04-22,completed,2390.4,atm,4979.96,-2589.56
259,13056,1355,2025-05-10,completed,9069.0,atm,4979.96,4089.04
260,8893,176,2025-06-02,completed,10254.8,atm,4979.96,5274.84
261,13055,501,2025-07-13,completed,2011.5,atm,4979.96,-2968.46
262,4228,261,2025-11-14,completed,3092.25,atm,4979.96,-1887.71
263,13051,180,2024-05-23,completed,4814.1,atm,4979.96,-165.86
264,4226,204,2024-10-13,completed,6927.5,atm,4979.96,1947.54
265,17793,677,2025-02-06,completed,8665.4,atm,4979.96,3685.44
266,8901,876,2025-08-15,completed,3301.4,atm,4979.96,-1678.56
267,4220,287,2024-03-10,completed,3203.0,atm,4979.96,-1776.96
268,8902,2148,2024-08-16,completed,10412.55,atm,4979.96,5432.59
269,4217,1568,2025-07-17,completed,5554.65,atm,4979.96,574.69
270,17796,2039,2025-02-05,completed,4114.8,atm,4979.96,-865.16
271,17588,1790,2024-09-27,completed,7756.4,atm,4979.96,2776.44
272,17716,1802,2024-09-16,completed,7964.2,atm,4979.96,2984.24
273,17714,1820,2024-02-11,completed,538.65,atm,4979.96,-4441.31
274,17629,18,2024-09-10,completed,9010.65,atm,4979.96,4030.69
275,8812,455,2024-03-30,completed,1844.9,atm,4979.96,-3135.06
276,8813,2072,2025-06-13,completed,8570.65,atm,4979.96,3590.69
277,8814,626,2025-07-01,completed,1829.7,atm,4979.96,-3150.26
278,8815,409,2025-12-23,completed,2923.0,atm,4979.96,-2056.96
279,17638,756,2025-08-30,completed,14453.3,atm,4979.96,9473.34
280,4389,1642,2024-10-22,completed,6085.7,atm,4979.96,1105.74
281,4388,974,2024-11-15,completed,150.0,atm,4979.96,-4829.96
282,13134,1059,2024-08-22,completed,9222.35,atm,4979.96,4242.39
283,4385,1913,2025-02-21,completed,11132.25,atm,4979.96,6152.29
284,13128,165,2024-05-24,completed,2760.3,atm,4979.96,-2219.66
285,17645,1205,2025-03-04,completed,13318.0,atm,4979.96,8338.04
286,8824,1150,2025-07-06,completed,7423.6,atm,4979.96,2443.64
287,4376,1333,2025-08-08,completed,12457.6,atm,4979.96,7477.64
288,8825,376,2024-12-22,completed,2193.3,atm,4979.96,-2786.66
289,17652,2423,2024-11-12,completed,5440.85,atm,4979.96,460.89
290,4373,960,2024-03-22,completed,3683.15,atm,4979.96,-1296.81
291,4372,367,2024-07-05,completed,2746.0,atm,4979.96,-2233.96
292,4381,2196,2025-04-30,completed,14926.4,atm,4979.96,9946.44
293,13137,513,2024-11-30,completed,4148.2,atm,4979.96,-831.76
294,13139,2286,2025-11-14,completed,2500.0,atm,4979.96,-2479.96
295,8806,1715,2024-10-19,completed,2746.0,atm,4979.96,-2233.96
296,17591,1285,2024-05-06,completed,6184.1,atm,4979.96,1204.14
297,8791,2160,2025-03-24,completed,1246.4,atm,4979.96,-3733.56
298,17593,2292,2025-10-17,completed,4572.0,atm,4979.96,-407.96
299,4428,379,2024-03-17,completed,107.1,atm,4979.96,-4872.86
300,17594,2052,2025-02-28,completed,3092.25,atm,4979.96,-1887.71
301,8792,1407,2024-12-11,completed,9010.0,atm,4979.96,4030.04
302,13151,1653,2024-03-26,completed,1949.05,atm,4979.96,-3030.91
303,8794,1054,2024-06-05,completed,2437.0,atm,4979.96,-2542.96
304,8797,1994,2025-03-03,completed,8523.5,atm,4979.96,3543.54
305,17606,2437,2024-06-22,completed,3716.6,atm,4979.96,-1263.36
306,13147,2131,2025-03-15,completed,8345.1,atm,4979.96,3365.14
307,4418,788,2025-02-14,completed,3002.0,atm,4979.96,-1977.96
308,4417,1758,2024-09-11,completed,3714.25,atm,4979.96,-1265.71
309,4412,1618,2025-08-05,completed,8876.8,atm,4979.96,3896.84
310,8801,1769,2025-11-22,completed,6664.75,atm,4979.96,1684.79
311,17616,1141,2024-01-08,completed,6006.0,atm,4979.96,1026.04
312,4408,1086,2025-12-09,completed,1071.0,atm,4979.96,-3908.96
313,8803,791,2025-08-28,completed,2290.0,atm,4979.96,-2689.96
314,17622,685,2024-05-31,completed,2842.2,atm,4979.96,-2137.76
315,4371,1548,2025-11-19,completed,5009.15,atm,4979.96,29.19
316,17654,1460,2025-06-29,completed,6776.0,atm,4979.96,1796.04
317,13118,4,2025-05-29,completed,2812.5,atm,4979.96,-2167.46
318,4364,2425,2025-04-18,completed,4205.75,atm,4979.96,-774.21
319,4331,1129,2025-11-19,completed,126.0,atm,4979.96,-4853.96
320,8844,1218,2024-10-01,completed,5413.05,atm,4979.96,433.09
321,4329,849,2025-11-14,completed,524.4,atm,4979.96,-4455.56
322,13106,1267,2024-06-02,completed,4075.0,atm,4979.96,-904.96
323,13105,621,2025-08-04,completed,2262.0,atm,4979.96,-2717.96
324,17693,1901,2024-04-01,completed,2471.4,atm,4979.96,-2508.56
325,13104,1489,2025-05-20,completed,18650.75,atm,4979.96,13670.79
326,4323,148,2024-11-13,completed,1656.8,atm,4979.96,-3323.16
327,17699,1483,2024-09-16,completed,3042.85,atm,4979.96,-1937.11
328,4320,1659,2025-09-18,completed,4956.2,atm,4979.96,-23.76
329,17700,2460,2024-06-08,completed,9144.0,atm,4979.96,4164.04
330,13099,1806,2025-09-17,completed,931.0,atm,4979.96,-4048.96
331,4317,1728,2024-09-30,completed,1002.0,atm,4979.96,-3977.96
332,13098,1027,2025-12-31,completed,4627.0,atm,4979.96,-352.96
333,13097,2337,2024-10-19,completed,4752.0,atm,4979.96,-227.96
334,13096,855,2024-11-01,completed,9258.5,atm,4979.96,4278.54
335,17707,844,2025-03-10,completed,7522.45,atm,4979.96,2542.49
336,8856,2368,2024-02-03,completed,2874.7,atm,4979.96,-2105.26
337,8858,850,2025-10-27,completed,4351.0,atm,4979.96,-628.96
338,17687,505,2025-09-05,completed,5006.0,atm,4979.96,26.04
339,4308,2402,2025-07-14,completed,567.0,atm,4979.96,-4412.96
340,4333,2494,2025-06-13,completed,3877.0,atm,4979.96,-1102.96
341,17685,316,2024-07-19,completed,8374.4,atm,4979.96,3394.44
342,8830,17,2024-11-18,completed,5232.35,atm,4979.96,252.39
343,17663,2047,2025-03-17,completed,10014.9,atm,4979.96,5034.94
344,17665,519,2025-10-28,completed,8203.5,atm,4979.96,3223.54
345,17667,479,2024-10-01,completed,7290.15,atm,4979.96,2310.19
346,4354,1982,2025-03-07,completed,3871.25,atm,4979.96,-1108.71
347,13114,1930,2025-05-09,completed,3366.4,atm,4979.96,-1613.56
348,4352,499,2025-04-22,completed,5586.7,atm,4979.96,606.74
349,4351,1156,2024-01-27,completed,1489.6,atm,4979.96,-3490.36
350,17669,184,2025-09-10,completed,3633.5,atm,4979.96,-1346.46
351,13113,1873,2024-04-28,completed,2342.1,atm,4979.96,-2637.86
352,8837,1728,2024-11-10,completed,4074.55,atm,4979.96,-905.41
353,13108,1700,2024-01-15,completed,10434.4,atm,4979.96,5454.44
354,4344,1989,2024-01-18,completed,5739.0,atm,4979.96,759.04
355,17677,2018,2024-01-28,completed,16869.4,atm,4979.96,11889.44
356,17678,2474,2024-12-17,completed,1326.0,atm,4979.96,-3653.96
357,17680,2292,2025-09-10,completed,778.0,atm,4979.96,-4201.96
358,8840,799,2024-02-02,completed,5542.8,atm,4979.96,562.84
359,8841,530,2024-03-10,completed,7373.0,atm,4979.96,2393.04
360,8842,2253,2025-05-30,completed,2235.0,atm,4979.96,-2744.96
361,4335,352,2025-04-23,completed,6499.8,atm,4979.96,1519.84
362,4714,2023,2025-11-30,completed,9039.1,atm,4979.96,4059.14
363,8649,1735,2024-07-23,completed,7756.8,atm,4979.96,2776.84
364,4716,671,2025-04-28,completed,13832.3,atm,4979.96,8852.34
365,8456,1807,2024-09-23,completed,3156.05,atm,4979.96,-1823.91
366,5072,1332,2025-02-28,completed,4776.25,atm,4979.96,-203.71
367,8458,1820,2025-09-21,completed,6640.05,atm,4979.96,1660.09
368,16950,1104,2024-11-27,completed,2804.4,atm,4979.96,-2175.56
369,16952,2181,2024-11-24,completed,3844.7,atm,4979.96,-1135.26
370,5068,284,2024-06-29,completed,3410.0,atm,4979.96,-1569.96
371,16953,1422,2025-04-01,completed,943.2,atm,4979.96,-4036.76
372,13481,1348,2025-11-23,completed,9037.0,atm,4979.96,4057.04
373,8454,2332,2024-02-17,completed,1844.9,atm,4979.96,-3135.06
374,16955,1284,2025-10-22,completed,1953.0,atm,4979.96,-3026.96
375,13480,1140,2024-06-29,completed,3980.0,atm,4979.96,-999.96
376,16961,2156,2025-10-11,completed,851.7,atm,4979.96,-4128.26
377,5059,2085,2024-08-22,completed,3973.5,atm,4979.96,-1006.46
378,13474,586,2025-03-10,completed,113.4,atm,4979.96,-4866.56
379,5057,1955,2024-07-14,completed,2437.0,atm,4979.96,-2542.96
380,13472,2346,2025-08-13,completed,11654.7,atm,4979.96,6674.74
381,16968,1205,2024-04-12,completed,2874.7,atm,4979.96,-2105.26
382,16971,1431,2024-07-28,completed,7095.8,atm,4979.96,2115.84
383,16957,52,2025-02-09,completed,2624.4,atm,4979.96,-2355.56
384,13484,68,2024-04-22,completed,1193.4,atm,4979.96,-3786.56
385,8452,1362,2024-04-05,completed,615.4,atm,4979.96,-4364.56
386,8451,51,2024-06-11,completed,3125.0,atm,4979.96,-1854.96
