,order_id,customer_id,product_id,order_date,quantity,unit_price,discount_rate,line_revenue
95,9232,469,33,2025-10-21,3,4175,0.0,12525.0
96,18371,1563,33,2024-08-11,3,4175,0.0,12525.0
97,7513,828,33,2024-08-13,3,4175,0.0,12525.0
98,12301,493,33,2025-01-20,3,4175,0.0,12525.0
99,11584,604,33,2024-01-06,3,4175,0.0,12525.0
100,13878,1015,12,2025-11-05,3,4627,0.1,12492.9
101,7666,307,12,2024-05-09,3,4627,0.1,12492.9
102,12640,2012,12,2025-09-11,3,4627,0.1,12492.9
103,3985,906,55,2025-03-24,3,4572,0.1,12344.4
104,19513,2133,55,2024-11-15,3,4572,0.1,12344.4
105,20315,1014,55,2025-07-26,3,4572,0.1,12344.4
106,16699,2324,55,2025-12-17,3,4572,0.1,12344.4
107,16796,338,55,2024-04-21,3,4572,0.1,12344.4
108,17677,2018,55,2024-01-28,3,4572,0.1,12344.4
109,11759,2156,55,2025-06-09,3,4572,0.1,12344.4
110,4608,328,55,2025-04-08,3,4572,0.1,12344.4
111,7101,1219,14,2024-01-07,3,4075,0.0,12225.0
112,21818,1506,14,2024-10-14,3,4075,0.0,12225.0
113,16188,2004,14,2025-08-25,3,4075,0.0,12225.0
114,10116,2296,14,2024-12-07,3,4075,0.0,12225.0
115,1871,1283,14,2024-08-10,3,4075,0.0,12225.0
116,1972,1326,14,2024-07-31,3,4075,0.0,12225.0
117,20378,1427,14,2025-10-21,3,4075,0.0,12225.0
118,19264,2279,14,2025-03-19,3,4075,0.0,12225.0
119,9006,1194,14,2024-08-26,3,4075,0.0,12225.0
120,7654,2401,14,2025-08-12,3,4075,0.0,12225.0
121,9798,1386,43,2025-06-15,3,4289,0.05,12223.65
122,20384,1143,26,2024-10-23,3,4752,0.15,12117.6
123,16911,751,30,2025-10-06,3,4729,0.15,12058.95
124,8219,112,30,2025-04-28,3,4729,0.15,12058.95
125,16702,1936,33,2025-04-10,3,4175,0.05,11898.75
126,1702,2417,33,2025-06-25,3,4175,0.05,11898.75
127,2661,1344,33,2025-01-03,3,4175,0.05,11898.75
128,17688,2318,33,2025-05-05,3,4175,0.05,11898.75
129,12398,480,33,2024-08-31,3,4175,0.05,11898.75
130,18050,2014,33,2025-08-09,3,4175,0.05,11898.75
131,15677,1851,33,2025-04-23,3,4175,0.05,11898.75
132,1003,1699,9,2025-02-20,3,4658,0.15,11877.9
133,12231,986,12,2024-04-29,3,4627,0.15,11798.85
134,5696,475,55,2024-03-05,3,4572,0.15,11658.6
135,12050,439,13,2024-10-11,3,3877,0.0,11631.0
136,15883,719,13,2024-03-10,3,3877,0.0,11631.0
137,14928,894,13,2024-12-13,3,3877,0.0,11631.0
138,8479,2200,13,2025-06-10,3,3877,0.0,11631.0
139,5897,1121,13,2025-02-25,3,3877,0.0,11631.0
140,9139,1574,13,2024-11-12,3,3877,0.0,11631.0
141,19138,379,13,2024-10-11,3,3877,0.0,11631.0
142,3912,1298,13,2024-03-02,3,3877,0.0,11631.0
143,4571,1267,13,2025-02-23,3,3877,0.0,11631.0
144,7108,1245,14,2025-05-20,3,4075,0.05,11613.75
145,12119,1388,14,2025-07-05,3,4075,0.05,11613.75
146,9718,239,14,2025-01-19,3,4075,0.05,11613.75
147,20545,830,14,2025-11-19,3,4075,0.05,11613.75
148,5972,923,14,2024-10-12,3,4075,0.05,11613.75
149,21770,103,14,2024-04-08,3,4075,0.05,11613.75
150,4499,798,14,2024-08-21,3,4075,0.05,11613.75
151,12340,410,14,2024-04-04,3,4075,0.05,11613.75
152,11512,1340,43,2025-12-24,3,4289,0.1,11580.3
153,6499,1094,43,2024-02-24,3,4289,0.1,11580.3
154,21630,2109,43,2025-05-02,3,4289,0.1,11580.3
155,15243,688,2,2024-02-14,3,3850,0.0,11550.0
156,17084,464,2,2025-11-14,3,3850,0.0,11550.0
157,20807,2474,2,2025-04-13,3,3850,0.0,11550.0
158,6522,1816,2,2025-07-08,3,3850,0.0,11550.0
159,4920,2466,2,2025-10-30,3,3850,0.0,11550.0
160,1907,241,2,2024-09-26,3,3850,0.0,11550.0
161,15246,2356,2,2025-07-10,3,3850,0.0,11550.0
162,7485,262,2,2024-01-26,3,3850,0.0,11550.0
163,8706,1133,38,2025-10-21,3,3806,0.0,11418.0
164,4577,1767,38,2025-06-22,3,3806,0.0,11418.0
165,15957,2156,38,2024-07-28,3,3806,0.0,11418.0
166,1241,696,38,2024-07-08,3,3806,0.0,11418.0
167,16560,2015,38,2025-11-22,3,3806,0.0,11418.0
168,20259,629,38,2024-05-28,3,3806,0.0,11418.0
169,14120,139,38,2025-07-28,3,3806,0.0,11418.0
170,15857,328,38,2025-03-13,3,3806,0.0,11418.0
171,8116,86,46,2025-01-30,3,3785,0.0,11355.0
172,15915,1138,46,2025-05-16,3,3785,0.0,11355.0
173,10348,649,46,2025-06-07,3,3785,0.0,11355.0
174,13267,2158,46,2024-09-21,3,3785,0.0,11355.0
175,11507,1756,46,2024-11-11,3,3785,0.0,11355.0
176,17885,1084,46,2024-02-20,3,3785,0.0,11355.0
177,9470,187,46,2025-03-09,3,3785,0.0,11355.0
178,2984,1066,46,2024-03-26,3,3785,0.0,11355.0
179,18927,1031,46,2025-06-01,3,3785,0.0,11355.0
180,6007,1393,33,2024-06-20,3,4175,0.1,11272.5
181,11048,2030,33,2024-01-01,3,4175,0.1,11272.5
182,7991,2464,33,2024-09-21,3,4175,0.1,11272.5
183,5537,1099,33,2025-06-27,3,4175,0.1,11272.5
184,11293,430,33,2025-04-01,3,4175,0.1,11272.5
185,16409,2315,33,2025-10-13,3,4175,0.1,11272.5
186,1525,1560,33,2024-11-05,3,4175,0.1,11272.5
187,12562,445,33,2024-06-23,3,4175,0.1,11272.5
188,4074,1752,33,2024-11-18,3,4175,0.1,11272.5
189,5392,1437,9,2025-09-26,3,4658,0.2,11179.2
190,17276,1880,3,2025-08-10,3,3713,0.0,11139.0
191,20715,2291,3,2025-04-16,3,3713,0.0,11139.0
192,13694,1318,3,2024-05-18,3,3713,0.0,11139.0
193,12243,1390,3,2025-02-18,3,3713,0.0,11139.0
194,16527,2186,3,2024-12-26,3,3713,0.0,11139.0
195,3616,61,3,2024-05-04,3,3713,0.0,11139.0
196,17120,412,3,2024-08-15,3,3713,0.0,11139.0
197,21412,1218,3,2025-10-01,3,3713,0.0,11139.0
198,3618,2011,3,2025-04-02,3,3713,0.0,11139.0
199,21620,645,3,2024-04-21,3,3713,0.0,11139.0
200,2178,213,3,2025-10-28,3,3713,0.0,11139.0
201,10455,1910,3,2024-06-04,3,3713,0.0,11139.0
202,4215,993,3,2024-07-06,3,3713,0.0,11139.0
203,1048,597,3,2025-10-03,3,3713,0.0,11139.0
204,16741,1049,3,2025-03-04,3,3713,0.0,11139.0
205,3415,956,3,2025-06-01,3,3713,0.0,11139.0
206,2188,842,3,2024-12-14,3,3713,0.0,11139.0
207,7230,2394,13,2024-05-28,3,3877,0.05,11049.45
208,5113,126,13,2024-08-07,3,3877,0.05,11049.45
209,51,1319,13,2024-09-20,3,3877,0.05,11049.45
210,20743,2169,13,2024-09-01,3,3877,0.05,11049.45
211,9604,421,14,2025-12-23,3,4075,0.1,11002.5
212,8441,1049,14,2025-11-25,3,4075,0.1,11002.5
213,6532,1157,14,2025-02-18,3,4075,0.1,11002.5
214,16797,2237,14,2024-10-26,3,4075,0.1,11002.5
215,21589,2427,55,2024-03-29,3,4572,0.2,10972.8
216,8365,1258,55,2025-05-15,3,4572,0.2,10972.8
217,8477,827,55,2025-12-07,3,4572,0.2,10972.8
218,6692,1074,2,2024-12-06,3,3850,0.05,10972.5
219,8119,2142,2,2025-08-06,3,3850,0.05,10972.5
220,16465,359,2,2025-09-29,3,3850,0.05,10972.5
221,2378,2135,2,2025-11-17,3,3850,0.05,10972.5
222,16734,1067,2,2024-10-10,3,3850,0.05,10972.5
223,18718,699,43,2024-04-17,3,4289,0.15,10936.95
224,14033,150,43,2024-04-22,3,4289,0.15,10936.95
225,11221,510,38,2024-09-09,3,3806,0.05,10847.1
226,20686,1458,38,2025-07-24,3,3806,0.05,10847.1
227,19480,1681,38,2025-08-14,3,3806,0.05,10847.1
228,19567,2009,46,2024-05-18,3,3785,0.05,10787.25
229,14167,2101,46,2025-05-19,3,3785,0.05,10787.25
230,4781,1444,46,2024-06-23,3,3785,0.05,10787.25
231,20868,1317,46,2024-03-10,3,3785,0.05,10787.25
232,2042,386,33,2025-11-16,3,4175,0.15,10646.25
233,16330,173,33,2025-02-15,3,4175,0.15,10646.25
234,2362,843,33,2024-02-03,3,4175,0.15,10646.25
235,2140,2206,33,2025-07-25,3,4175,0.15,10646.25
236,1955,2275,3,2025-07-08,3,3713,0.05,10582.05
237,15819,1556,3,2024-01-07,3,3713,0.05,10582.05
238,21021,1531,3,2024-07-24,3,3713,0.05,10582.05
239,14318,991,3,2025-05-02,3,3713,0.05,10582.05
240,9860,1343,3,2024-08-20,3,3713,0.05,10582.05
241,2086,2383,3,2025-06-09,3,3713,0.05,10582.05
242,16340,1861,13,2025-03-29,3,3877,0.1,10467.9
243,20255,2465,13,2025-01-17,3,3877,0.1,10467.9
244,14624,430,13,2025-03-07,3,3877,0.1,10467.9
245,10574,1815,10,2024-06-06,3,3487,0.0,10461.0
246,12498,65,10,2024-07-12,3,3487,0.0,10461.0
247,12130,1672,10,2025-01-19,3,3487,0.0,10461.0
248,17340,1290,10,2025-09-06,3,3487,0.0,10461.0
249,19551,2436,10,2025-01-16,3,3487,0.0,10461.0
250,15310,2385,10,2025-01-30,3,3487,0.0,10461.0
251,1009,1708,10,2024-10-08,3,3487,0.0,10461.0
252,14646,1533,10,2024-01-14,3,3487,0.0,10461.0
253,5586,1717,10,2024-02-02,3,3487,0.0,10461.0
254,14262,2273,2,2024-03-02,3,3850,0.1,10395.0
255,13865,2064,2,2024-09-14,3,3850,0.1,10395.0
256,18734,1692,2,2024-08-26,3,3850,0.1,10395.0
257,3008,1446,14,2025-05-01,3,4075,0.15,10391.25
258,20949,429,20,2024-12-29,3,3438,0.0,10314.0
259,4992,1050,20,2024-11-02,3,3438,0.0,10314.0
260,9822,1417,20,2025-10-29,3,3438,0.0,10314.0
261,4601,994,20,2025-05-30,3,3438,0.0,10314.0
262,8600,1858,20,2024-12-04,3,3438,0.0,10314.0
263,7321,757,20,2024-04-01,3,3438,0.0,10314.0
264,20365,1614,20,2024-05-27,3,3438,0.0,10314.0
265,11036,2478,20,2024-11-04,3,3438,0.0,10314.0
266,12561,5,20,2025-06-25,3,3438,0.0,10314.0
267,8397,1639,38,2025-03-16,3,3806,0.1,10276.2
268,20843,1902,25,2024-11-12,3,3410,0.0,10230.0
269,6868,1701,25,2025-03-29,3,3410,0.0,10230.0
270,4459,1857,25,2025-08-24,3,3410,0.0,10230.0
271,21756,1396,25,2025-09-19,3,3410,0.0,10230.0
272,20858,453,25,2024-04-04,3,3410,0.0,10230.0
273,3561,1591,25,2024-08-22,3,3410,0.0,10230.0
274,12249,2474,25,2025-11-05,3,3410,0.0,10230.0
275,16856,2370,25,2025-04-12,3,3410,0.0,10230.0
276,2071,1477,46,2024-02-09,3,3785,0.1,10219.5
277,10754,436,46,2024-08-26,3,3785,0.1,10219.5
278,18950,925,46,2024-04-27,3,3785,0.1,10219.5
279,1196,327,46,2024-06-19,3,3785,0.1,10219.5
280,10341,606,3,2025-04-11,3,3713,0.1,10025.1
281,4088,1198,3,2024-05-19,3,3713,0.1,10025.1
282,9094,1896,3,2025-05-21,3,3713,0.1,10025.1
283,14802,2211,3,2024-04-10,3,3713,0.1,10025.1
284,3842,1666,3,2024-05-18,3,3713,0.1,10025.1
285,12633,275,45,2025-08-23,2,4975,0.0,9950.0
286,5147,2176,45,2024-05-09,2,4975,0.0,9950.0
287,10830,1862,45,2024-09-18,2,4975,0.0,9950.0
288,1634,1074,45,2024-03-30,2,4975,0.0,9950.0
289,11526,934,45,2025-12-17,2,4975,0.0,9950.0
290,20803,1017,45,2025-09-01,2,4975,0.0,9950.0
291,3368,1360,45,2024-04-03,2,4975,0.0,9950.0
292,17911,1681,45,2024-05-02,2,4975,0.0,9950.0
293,17381,1203,45,2025-09-07,2,4975,0.0,9950.0
294,15894,226,45,2025-06-19,2,4975,0.0,9950.0
295,5011,648,45,2024-05-29,2,4975,0.0,9950.0
296,6781,816,45,2025-06-07,2,4975,0.0,9950.0
297,15289,1036,45,2024-05-01,2,4975,0.0,9950.0
298,9295,795,45,2024-07-10,2,4975,0.0,9950.0
299,19778,1574,45,2025-05-11,2,4975,0.0,9950.0
300,17520,2035,45,2025-03-04,2,4975,0.0,9950.0
301,17539,732,45,2024-06-23,2,4975,0.0,9950.0
302,3474,1514,45,2024-07-03,2,4975,0.0,9950.0
303,7776,2294,45,2025-10-31,2,4975,0.0,9950.0
304,13369,514,45,2025-12-05,2,4975,0.0,9950.0
305,7881,1022,45,2025-03-17,2,4975,0.0,9950.0
306,19595,591,45,2025-01-31,2,4975,0.0,9950.0
307,9328,2446,45,2025-07-23,2,4975,0.0,9950.0
308,14467,630,45,2024-07-29,2,4975,0.0,9950.0
309,14948,1301,45,2024-06-15,2,4975,0.0,9950.0
310,20218,1386,45,2024-10-25,2,4975,0.0,9950.0
311,10000,533,45,2024-06-04,2,4975,0.0,9950.0
312,8420,123,45,2024-10-05,2,4975,0.0,9950.0
313,3423,306,45,2024-07-29,2,4975,0.0,9950.0
314,10086,270,45,2024-12-27,2,4975,0.0,9950.0
315,15518,141,45,2024-08-04,2,4975,0.0,9950.0
316,18950,925,45,2024-04-27,2,4975,0.0,9950.0
317,10158,1709,45,2024-11-04,2,4975,0.0,9950.0
318,20568,25,45,2024-07-19,2,4975,0.0,9950.0
319,731,1487,45,2025-08-10,2,4975,0.0,9950.0
320,21340,867,45,2025-10-02,2,4975,0.0,9950.0
321,5815,1733,45,2025-11-09,2,4975,0.0,9950.0
322,16655,288,45,2025-12-14,2,4975,0.0,9950.0
323,8923,595,45,2024-07-02,2,4975,0.0,9950.0
324,476,2027,45,2025-12-25,2,4975,0.0,9950.0
325,13739,1306,10,2025-06-20,3,3487,0.05,9937.95
326,21971,2097,10,2025-12-27,3,3487,0.05,9937.95
327,20503,929,10,2024-04-05,3,3487,0.05,9937.95
328,9818,2124,10,2025-04-11,3,3487,0.05,9937.95
329,13052,948,10,2025-06-21,3,3487,0.05,9937.95
330,14098,726,10,2025-09-20,3,3487,0.05,9937.95
331,4530,2446,2,2025-04-07,3,3850,0.15,9817.5
332,21098,1679,2,2025-06-24,3,3850,0.15,9817.5
333,4603,2135,2,2024-09-09,3,3850,0.15,9817.5
334,13095,1397,2,2025-10-10,3,3850,0.15,9817.5
335,21194,1313,2,2025-05-01,3,3850,0.15,9817.5
336,11857,411,20,2025-05-28,3,3438,0.05,9798.3
337,19714,1885,20,2024-05-14,3,3438,0.05,9798.3
338,8528,2430,20,2025-07-15,3,3438,0.05,9798.3
339,5303,2500,20,2025-06-10,3,3438,0.05,9798.3
340,17905,573,14,2025-03-06,3,4075,0.2,9780.0
341,2620,63,40,2024-02-21,3,3255,0.0,9765.0
342,11151,247,40,2025-12-09,3,3255,0.0,9765.0
343,18002,1399,40,2025-06-13,3,3255,0.0,9765.0
344,15796,2402,40,2025-09-10,3,3255,0.0,9765.0
345,20560,2014,40,2025-07-02,3,3255,0.0,9765.0
346,8675,2419,40,2025-02-06,3,3255,0.0,9765.0
347,14228,249,40,2025-06-15,3,3255,0.0,9765.0
348,7646,438,40,2024-08-28,3,3255,0.0,9765.0
349,13691,1750,40,2024-12-12,3,3255,0.0,9765.0
350,9407,1346,40,2025-02-21,3,3255,0.0,9765.0
351,15166,768,40,2024-07-23,3,3255,0.0,9765.0
352,11653,1110,40,2025-12-31,3,3255,0.0,9765.0
353,8098,2466,40,2025-07-28,3,3255,0.0,9765.0
354,3843,1080,40,2025-11-13,3,3255,0.0,9765.0
355,18484,1653,40,2025-02-19,3,3255,0.0,9765.0
356,16657,289,25,2024-01-19,3,3410,0.05,9718.5
357,15944,27,25,2024-03-12,3,3410,0.05,9718.5
358,7593,2082,25,2025-04-28,3,3410,0.05,9718.5
359,10838,481,38,2024-10-11,3,3806,0.15,9705.3
360,4625,1987,38,2025-06-17,3,3806,0.15,9705.3
361,12628,2179,38,2025-12-07,3,3806,0.15,9705.3
362,16142,2066,38,2024-03-11,3,3806,0.15,9705.3
363,5522,1285,38,2025-10-03,3,3806,0.15,9705.3
364,936,784,46,2024-02-03,3,3785,0.15,9651.75
365,4673,1778,31,2025-08-04,3,3203,0.0,9609.0
366,9742,308,31,2024-11-05,3,3203,0.0,9609.0
367,21952,1907,31,2025-07-13,3,3203,0.0,9609.0
368,2132,983,31,2024-09-21,3,3203,0.0,9609.0
369,21767,1187,31,2024-11-12,3,3203,0.0,9609.0
370,11942,82,31,2024-01-22,3,3203,0.0,9609.0
371,10048,1214,31,2025-12-20,3,3203,0.0,9609.0
372,7297,1517,31,2025-03-15,3,3203,0.0,9609.0
373,1169,1067,31,2025-07-09,3,3203,0.0,9609.0
374,11187,146,31,2025-05-19,3,3203,0.0,9609.0
375,4089,2040,31,2025-12-17,3,3203,0.0,9609.0
376,16215,724,31,2025-07-27,3,3203,0.0,9609.0
377,21116,296,31,2024-02-29,3,3203,0.0,9609.0
378,13524,754,31,2025-07-14,3,3203,0.0,9609.0
379,17037,1772,31,2025-01-18,3,3203,0.0,9609.0
380,19605,2074,26,2025-06-26,2,4752,0.0,9504.0
381,62,2031,26,2025-11-04,2,4752,0.0,9504.0
382,9566,2126,26,2025-04-19,2,4752,0.0,9504.0
383,6143,301,26,2024-03-11,2,4752,0.0,9504.0
384,6089,1324,26,2025-12-04,2,4752,0.0,9504.0
385,6067,1684,26,2025-05-02,2,4752,0.0,9504.0
386,665,2086,26,2024-10-14,2,4752,0.0,9504.0
387,16402,1656,26,2025-12-18,2,4752,0.0,9504.0
388,4461,173,26,2024-01-26,2,4752,0.0,9504.0
389,5997,268,26,2024-05-18,2,4752,0.0,9504.0
390,14702,621,26,2024-11-06,2,4752,0.0,9504.0
391,14701,1068,26,2025-03-27,2,4752,0.0,9504.0
392,10681,1173,26,2025-10-10,2,4752,0.0,9504.0
393,15520,2440,26,2024-10-11,2,4752,0.0,9504.0
394,2710,460,26,2024-01-30,2,4752,0.0,9504.0
395,18017,1945,26,2024-11-21,2,4752,0.0,9504.0
396,9793,2362,26,2025-12-27,2,4752,0.0,9504.0
397,4627,737,26,2024-08-09,2,4752,0.0,9504.0
398,364,133,26,2024-09-13,2,4752,0.0,9504.0
399,10355,262,26,2024-09-17,2,4752,0.0,9504.0
400,13991,446,26,2025-01-06,2,4752,0.0,9504.0
401,8431,663,26,2024-08-03,2,4752,0.0,9504.0
402,17974,533,26,2024-05-31,2,4752,0.0,9504.0
403,1536,508,26,2024-08-14,2,4752,0.0,9504.0
404,7440,1714,26,2025-06-06,2,4752,0.0,9504.0
405,9998,533,26,2024-02-29,2,4752,0.0,9504.0
406,5790,635,26,2025-07-29,2,4752,0.0,9504.0
407,17698,2003,26,2024-05-09,2,4752,0.0,9504.0
408,14672,1832,26,2024-07-23,2,4752,0.0,9504.0
409,6344,301,26,2025-02-13,2,4752,0.0,9504.0
410,1720,1581,26,2024-12-14,2,4752,0.0,9504.0
411,17239,618,26,2024-08-17,2,4752,0.0,9504.0
412,15495,1369,26,2025-09-20,2,4752,0.0,9504.0
413,7490,2213,26,2024-12-03,2,4752,0.0,9504.0
414,21066,2239,26,2024-06-01,2,4752,0.0,9504.0
415,1434,1310,26,2025-02-05,2,4752,0.0,9504.0
416,1286,448,26,2025-10-09,2,4752,0.0,9504.0
417,16429,1759,26,2025-10-03,2,4752,0.0,9504.0
418,4284,876,26,2024-03-13,2,4752,0.0,9504.0
419,12103,2483,26,2025-01-17,2,4752,0.0,9504.0
420,17324,1314,26,2024-01-09,2,4752,0.0,9504.0
421,11021,1443,26,2024-06-02,2,4752,0.0,9504.0
422,12193,1581,26,2024-07-03,2,4752,0.0,9504.0
423,2073,952,26,2025-05-15,2,4752,0.0,9504.0
424,20285,2173,3,2024-12-30,3,3713,0.15,9468.15
425,9596,2268,30,2024-07-03,2,4729,0.0,9458.0
426,7909,1516,30,2024-04-07,2,4729,0.0,9458.0
427,7921,1762,30,2025-01-22,2,4729,0.0,9458.0
428,20071,859,30,2024-10-18,2,4729,0.0,9458.0
429,19566,1262,30,2024-05-28,2,4729,0.0,9458.0
430,20080,1435,30,2025-07-11,2,4729,0.0,9458.0
431,13336,1975,30,2024-08-16,2,4729,0.0,9458.0
432,8553,2424,30,2024-11-03,2,4729,0.0,9458.0
433,6799,730,30,2024-06-16,2,4729,0.0,9458.0
434,17278,2215,30,2024-02-20,2,4729,0.0,9458.0
435,15251,637,30,2025-10-13,2,4729,0.0,9458.0
436,13726,565,30,2025-07-17,2,4729,0.0,9458.0
437,11037,1099,30,2025-08-31,2,4729,0.0,9458.0
438,1878,205,30,2025-07-22,2,4729,0.0,9458.0
439,17323,2026,30,2024-07-25,2,4729,0.0,9458.0
440,7847,1602,30,2024-12-21,2,4729,0.0,9458.0
441,16627,2365,30,2025-04-27,2,4729,0.0,9458.0
442,12635,1133,30,2025-12-08,2,4729,0.0,9458.0
443,18055,245,30,2024-11-27,2,4729,0.0,9458.0
444,10700,275,30,2025-10-04,2,4729,0.0,9458.0
445,7603,61,30,2024-08-03,2,4729,0.0,9458.0
446,20124,188,30,2024-03-06,2,4729,0.0,9458.0
447,19485,1895,30,2024-02-28,2,4729,0.0,9458.0
448,5681,291,30,2024-05-31,2,4729,0.0,9458.0
449,5721,954,30,2025-11-21,2,4729,0.0,9458.0
450,21583,72,30,2025-04-12,2,4729,0.0,9458.0
451,9731,1426,30,2025-05-29,2,4729,0.0,9458.0
452,15783,898,30,2025-03-04,2,4729,0.0,9458.0
453,15160,484,30,2024-04-16,2,4729,0.0,9458.0
454,12893,2062,30,2024-06-14,2,4729,0.0,9458.0
